epoch,train_loss,val_loss,learning_rate,train_time,val_time,nose,centroid,tailbase
0,,0.007048304658383131,9.999999747378752e-05,,,,,
0,0.00017969883629120886,0.00017950549954548478,9.999999747378752e-05,,,0.00017770769773051143,0.00018058487330563366,0.0001808039960451424
1,0.00017151725478470325,0.00017444916011299938,9.999999747378752e-05,144.7041015625,6.749320030212402,0.00017603945161681622,0.00016238258103840053,0.00017612970259506255
2,0.00016937952022999525,0.00017251362442038953,9.999999747378752e-05,144.72434997558594,6.715959548950195,0.00016589601000305265,0.00016676691302563995,0.00017547557945363224
3,0.00017199639114551246,0.00017093161295633763,9.999999747378752e-05,144.93508911132812,6.747890472412109,0.0001755456905812025,0.00016515873721800745,0.00017528468742966652
4,0.00016499843331985176,0.00016589222650509328,9.999999747378752e-05,144.3837432861328,6.720544815063477,0.00017617405683267862,0.00014367862604558468,0.00017514261708129197
5,0.00016337615670636296,0.00016017848975025117,9.999999747378752e-05,144.9063262939453,6.732963562011719,0.00017510310863144696,0.00013993223547004163,0.00017509315512143075
6,0.00015714773326180875,0.0001568358129588887,9.999999747378752e-05,145.07070922851562,6.869289398193359,0.000174759014043957,0.00012210562999825925,0.00017457852663937956
7,0.00015539528976660222,0.00015613842697348446,9.999999747378752e-05,144.8165283203125,6.750018119812012,0.0001749793445924297,0.00011634858674369752,0.00017485799617134035
8,0.0001453551376471296,0.00014821048534940928,9.999999747378752e-05,145.14849853515625,6.792135715484619,0.00017470527382101864,8.730809349799529e-05,0.0001740520092425868
9,0.00014452221512328833,0.00014627039490733296,9.999999747378752e-05,145.22398376464844,6.7906646728515625,0.00017451972234994173,8.573812374379486e-05,0.00017330878472421318
10,0.00014511158224195242,0.00014578585978597403,9.999999747378752e-05,145.19735717773438,6.765619277954102,0.00017404582467861474,8.832548337522894e-05,0.00017296346777584404
11,0.00014031330647412688,0.00014280207687988877,9.999999747378752e-05,144.8709716796875,6.704915523529053,0.00017207472410518676,7.77921304688789e-05,0.00017107307212427258
12,0.00013608476729132235,0.00013977121852803975,9.999999747378752e-05,144.92308044433594,6.784063339233398,0.00017188250785693526,6.617647886741906e-05,0.00017019534425344318
13,0.0001305505575146526,0.0001371503312839195,9.999999747378752e-05,145.6519317626953,6.866937637329102,0.00016755881370045245,5.903511919314042e-05,0.0001650577032705769
14,0.00012585286458488554,0.00013409461826086044,9.999999747378752e-05,145.1221466064453,6.769224643707275,0.00016558881907258183,5.1778933993773535e-05,0.00016019087343011051
15,0.00011600537254707888,0.00012824802251998335,9.999999747378752e-05,145.11436462402344,6.7661967277526855,0.00017115655646193773,3.6725868994835764e-05,0.00014013370673637837
16,0.00011211266973987222,0.00011954989895457402,9.999999747378752e-05,145.0164794921875,6.707347869873047,0.00016307328769471496,5.1162165618734434e-05,0.00012210255954414606
17,9.596720337867737e-05,0.00010697755351429805,9.999999747378752e-05,145.35227966308594,6.852456569671631,0.0001534489420009777,4.966903361491859e-05,8.478359086439013e-05
18,8.21208959678188e-05,9.787687304196879e-05,9.999999747378752e-05,145.16014099121094,6.778720855712891,0.00012872771185357124,4.515957334660925e-05,7.247541361721233e-05
19,5.8009460190078244e-05,8.950320625444874e-05,9.999999747378752e-05,145.13641357421875,6.72589111328125,0.00010004607611335814,1.796413562260568e-05,5.601815792033449e-05
20,5.47277886653319e-05,8.64882895257324e-05,9.999999747378752e-05,145.22071838378906,6.865598678588867,9.741399844642729e-05,2.21698956011096e-05,4.459948468138464e-05
21,5.195747871766798e-05,8.431668538833037e-05,9.999999747378752e-05,145.4773712158203,6.81999397277832,8.926833106670529e-05,1.4839961295365356e-05,5.176413833396509e-05
22,5.0416965677868575e-05,8.431746391579509e-05,9.999999747378752e-05,145.3636016845703,6.852367877960205,9.64152641245164e-05,1.988528310903348e-05,3.4950353438034654e-05
23,3.6963690945412964e-05,8.185525803128257e-05,9.999999747378752e-05,145.16128540039062,6.75874662399292,5.377748311730102e-05,2.7074020181316882e-05,3.0039567718631588e-05
24,3.718601510627195e-05,8.038464875426143e-05,9.999999747378752e-05,145.0359649658203,6.740995407104492,6.356557423714548e-05,1.2663138477364555e-05,3.5329336242284626e-05
25,3.228039713576436e-05,8.753935253480449e-05,9.999999747378752e-05,145.2079315185547,6.757281303405762,5.1396320486674085e-05,1.0903104339377023e-05,3.454176112427376e-05
26,2.9050717785139568e-05,8.187568164430559e-05,9.999999747378752e-05,145.38400268554688,6.744258880615234,4.361972605693154e-05,7.068504146445775e-06,3.646391996880993e-05
27,2.492334351700265e-05,7.92296341387555e-05,9.999999747378752e-05,145.3250274658203,6.768219470977783,4.4149728637421504e-05,1.0709410162235145e-05,1.9910892660846002e-05
28,1.8338794689043425e-05,8.092538337223232e-05,9.999999747378752e-05,145.25042724609375,6.756222724914551,2.707868225115817e-05,7.113896572263911e-06,2.0823799786739983e-05
29,1.5465579053852707e-05,7.936594920465723e-05,9.999999747378752e-05,145.53970336914062,6.848431587219238,2.6321649784222245e-05,5.5348955356748775e-06,1.4540190022671595e-05
30,2.60294273175532e-05,7.991177699295804e-05,9.999999747378752e-05,145.57376098632812,6.780020713806152,4.5436405343934894e-05,6.397164725058246e-06,2.6254703698214144e-05
31,2.147812301700469e-05,7.812327385181561e-05,9.999999747378752e-05,145.7576904296875,6.834902763366699,3.637420741142705e-05,4.790215825778432e-06,2.326994035684038e-05
32,1.8756383724394254e-05,7.797141006449237e-05,9.999999747378752e-05,147.0782012939453,6.757784843444824,2.499646507203579e-05,4.250409347150708e-06,2.7022275389754213e-05
33,2.084226616716478e-05,7.824989006621763e-05,9.999999747378752e-05,146.6879119873047,6.815422058105469,4.794568303623237e-05,4.822388291358948e-06,9.758728083397727e-06
34,1.7498910892754793e-05,8.018069638637826e-05,9.999999747378752e-05,146.00277709960938,6.864180564880371,2.2591129891225137e-05,4.824161351280054e-06,2.5081435524043627e-05
35,1.3382631550484803e-05,7.834177085896954e-05,9.999999747378752e-05,145.98143005371094,6.896434783935547,1.9201208488084376e-05,1.245188104803674e-05,8.494803296343889e-06
36,8.531871571904048e-06,7.754562830086797e-05,9.999999747378752e-05,145.4310760498047,6.751491546630859,1.673214319453109e-05,3.6408180221769726e-06,5.222653726377757e-06
37,7.82326878834283e-06,7.640942931175232e-05,9.999999747378752e-05,145.54420471191406,6.870920181274414,6.326603397610597e-06,1.220278863911517e-05,4.9404102355765644e-06
38,1.0944540917989798e-05,7.5187323091086e-05,9.999999747378752e-05,145.82879638671875,6.758976936340332,2.533323277020827e-05,2.1358810045057908e-06,5.364499884308316e-06
39,1.8157636077376083e-05,7.94712541392073e-05,9.999999747378752e-05,145.46286010742188,6.783145904541016,4.174118294031359e-05,4.064533186465269e-06,8.66719437908614e-06
40,1.1394458852009848e-05,7.554022158728912e-05,9.999999747378752e-05,145.48202514648438,6.754670143127441,1.7029204173013568e-05,2.7474768558022333e-06,1.440669166186126e-05
41,1.092507955036126e-05,7.657156675122678e-05,9.999999747378752e-05,145.42959594726562,6.805666923522949,2.44536749960389e-05,2.214370169895119e-06,6.107190074544633e-06
42,4.352884843683569e-06,7.584984268760309e-05,9.999999747378752e-05,145.62232971191406,6.814047813415527,6.908219802426174e-06,2.168857690776349e-06,3.981576355727157e-06
43,4.522532890405273e-06,7.59879476390779e-05,9.999999747378752e-05,145.51840209960938,6.847237586975098,6.034968464518897e-06,3.4224835872009862e-06,4.110146164748585e-06
44,1.5615467418683693e-05,7.560911035398021e-05,9.999999747378752e-05,145.26039123535156,6.753702640533447,3.2451804145239294e-05,1.2034655810566619e-05,2.359941390750464e-06
45,1.1504996109579224e-05,7.567583816125989e-05,9.999999747378752e-05,145.25933837890625,6.711225986480713,2.0761523046530783e-05,1.1116731002402958e-05,2.6367351892986335e-06
46,1.5487139535252936e-05,7.63687421567738e-05,9.999999747378752e-05,145.3709716796875,6.780693531036377,3.1950214179232717e-05,1.651942397984385e-06,1.2859268281317782e-05
47,6.3142742874333635e-06,7.604792335769162e-05,9.999999747378752e-05,145.10934448242188,6.7326250076293945,1.4114827536104713e-05,2.0945938103977824e-06,2.7334031074133236e-06
48,8.741488272789866e-06,7.513827586080879e-05,9.999999747378752e-05,145.1933135986328,6.775465488433838,1.2400750165397767e-05,2.06988443096634e-06,1.1753831131500192e-05
49,5.3106537052372005e-06,7.550966256530955e-05,9.999999747378752e-05,144.85067749023438,6.717164039611816,1.2937865903950296e-05,1.313199845753843e-06,1.6808936607048963e-06
50,8.446405445283744e-06,7.60144175728783e-05,9.999999747378752e-05,145.30523681640625,6.826865196228027,2.1520476366276853e-05,1.8257244391861605e-06,1.9930157577618957e-06
51,4.890835043624975e-06,7.529956928920001e-05,9.999999747378752e-05,144.86456298828125,6.7217535972595215,1.1252416697971057e-05,1.3151250186638208e-06,2.104961140503292e-06
52,4.966518190485658e-06,7.51317638787441e-05,9.999999747378752e-05,144.9967803955078,6.749046325683594,1.1997251021966804e-05,1.151970877799613e-06,1.7503346043667989e-06
53,9.368762221129145e-06,7.484746311092749e-05,9.999999747378752e-05,145.5101318359375,6.868168830871582,4.649204583984101e-06,2.0924557247781195e-05,2.5325243768747896e-06
54,2.0741974822158227e-06,7.445464143529534e-05,9.999999747378752e-05,145.0220184326172,6.781246185302734,2.3344680357695324e-06,2.155273705284344e-06,1.7328502508462407e-06
55,1.0115456461790018e-05,7.54772117943503e-05,9.999999747378752e-05,144.8461151123047,6.725650787353516,2.812440652633086e-05,7.543051196989836e-07,1.4676546697955928e-06
56,3.578951691451948e-06,7.482250657631084e-05,9.999999747378752e-05,144.85501098632812,6.739048957824707,7.699251000303775e-06,1.4380509583133971e-06,1.5995522062439704e-06
57,8.937292477639858e-06,7.501895015593618e-05,9.999999747378752e-05,145.2799072265625,6.754148006439209,1.187407542602159e-05,1.2658496416406706e-05,2.27930490837025e-06
58,9.293738003179897e-06,7.450833800248802e-05,9.999999747378752e-05,145.22811889648438,6.779952049255371,2.2166603230289184e-05,1.5034418083814671e-06,4.211168743495364e-06
59,1.7262711935472907e-06,7.518882921431214e-05,9.999999747378752e-05,145.0884552001953,6.742795467376709,2.1435432699945522e-06,1.4047751619727933e-06,1.630495034987689e-06
60,4.752081622427795e-06,7.455796003341675e-05,9.999999747378752e-05,144.89395141601562,6.731792449951172,2.144435256923316e-06,1.524281969977892e-06,1.0587527867755853e-05
61,1.8709398545979639e-06,7.48491074773483e-05,9.999999747378752e-05,144.9920654296875,6.718450546264648,2.104726263496559e-06,1.6617708524790942e-06,1.8463219930708874e-06
62,9.314907401858363e-06,7.47050580685027e-05,9.999999747378752e-05,144.94281005859375,6.749948978424072,3.60628473572433e-06,2.4106179807859007e-06,2.1927813577349298e-05
63,7.7253234849195e-06,7.36511719878763e-05,9.999999747378752e-05,144.73876953125,6.724556922912598,1.0794481568154879e-05,1.0750831279437989e-05,1.6306577208524686e-06
64,1.3841963664162904e-05,7.325879414565861e-05,9.999999747378752e-05,145.08985900878906,6.7595906257629395,2.0619205315597355e-05,2.0037570720887743e-05,8.691102379998483e-07
65,4.421210178406909e-06,7.416123116854578e-05,9.999999747378752e-05,144.75563049316406,6.749639511108398,1.1868855835928116e-06,1.4976053535065148e-06,1.0579138688626699e-05
66,2.224500576630817e-06,7.529102731496096e-05,9.999999747378752e-05,145.51832580566406,6.905557632446289,1.7653484292168287e-06,2.617784502945142e-06,2.2903682292962912e-06
67,7.712571459705941e-06,7.366157660726458e-05,9.999999747378752e-05,145.02554321289062,6.758495330810547,1.0884255971177481e-05,1.427090865036007e-06,1.0826363904925529e-05
68,1.130535383708775e-05,7.37744994694367e-05,9.999999747378752e-05,144.9529571533203,6.778759479522705,2.179731563956011e-05,1.0901067980739754e-05,1.2176747077319305e-06
69,7.754058970022015e-06,7.472078141290694e-05,9.999999747378752e-05,144.9457550048828,6.721487998962402,2.083222716464661e-05,1.5069475693962886e-06,9.230012665284448e-07
70,5.6714325182838365e-06,7.531947630923241e-05,9.999999747378752e-05,145.3054962158203,6.754626274108887,1.2091760254406836e-05,2.2553756480192533e-06,2.667160288183368e-06
71,1.2003983101749327e-05,7.342680328292772e-05,9.999999747378752e-05,145.0250244140625,6.741805076599121,3.1817522540222853e-05,2.464231329213362e-06,1.730196004245954e-06
72,7.288090273505077e-06,7.32129265088588e-05,9.999999747378752e-05,145.24143981933594,6.833803176879883,1.0563509931671433e-05,9.755285645951517e-07,1.0325234143238049e-05
73,3.721525899891276e-06,7.316459232242778e-05,9.999999747378752e-05,145.1475830078125,6.733952522277832,1.0184763596043922e-05,4.363398602436064e-07,5.434729928310844e-07
74,4.131105015403591e-06,7.323286990867928e-05,9.999999747378752e-05,145.2985076904297,6.84610652923584,1.0448179637023713e-05,4.96682048378716e-07,1.4484523944702232e-06
75,8.872587500263762e-07,7.241922139655799e-05,9.999999747378752e-05,144.83828735351562,6.719781875610352,1.0442053053338896e-06,7.172508276198641e-07,9.003201739687938e-07
76,1.2676586038651294e-06,7.250162889249623e-05,9.999999747378752e-05,145.44873046875,6.735305309295654,1.3363451216719113e-06,1.314678570452088e-06,1.1519521194713889e-06
77,7.354602075793082e-06,7.247265602927655e-05,9.999999747378752e-05,145.08255004882812,6.86733341217041,1.9991930457763374e-05,1.155413542619499e-06,9.16463022804237e-07
78,6.659486757598643e-07,7.20094030839391e-05,9.999999747378752e-05,144.98941040039062,6.745340347290039,5.865954904038517e-07,9.540568726151832e-07,4.57193607417139e-07
79,4.273491413187003e-06,7.355673733400181e-05,9.999999747378752e-05,145.179931640625,6.72569465637207,1.1519180134200724e-06,8.196882959055074e-07,1.0848866622836795e-05
80,7.692096005484927e-06,7.27189180906862e-05,9.999999747378752e-05,145.0142364501953,6.825659275054932,1.0555540029599797e-05,1.6675896858941996e-06,1.0853156709345058e-05
81,4.101177637494402e-06,7.313635433092713e-05,9.999999747378752e-05,145.42398071289062,6.85721492767334,1.0735238902270794e-05,6.919284487594268e-07,8.763680057199963e-07
82,7.511774583690567e-06,7.219870894914493e-05,9.999999747378752e-05,145.46722412109375,6.790219306945801,1.093905848392751e-05,9.1834402837776e-07,1.0677917998691555e-05
83,4.178501058049733e-06,7.164403359638527e-05,9.999999747378752e-05,145.14674377441406,6.8695807456970215,9.915507689584047e-06,1.8223065580968978e-06,7.976863685144053e-07
84,9.473593536313274e-07,7.227341848192737e-05,9.999999747378752e-05,145.1263885498047,6.785427093505859,1.0805430292748497e-06,8.729386422601237e-07,8.88596275672171e-07
85,1.1673564586089924e-06,7.324077159864828e-05,9.999999747378752e-05,145.23521423339844,6.749659061431885,9.971329291147413e-07,1.4390811884368304e-06,1.0658553719622432e-06
86,1.0202982139162486e-06,7.199521496659145e-05,9.999999747378752e-05,145.2901611328125,6.75297737121582,1.1297098581053433e-06,1.2507315432230826e-06,6.804528993598069e-07
87,4.11416567658307e-06,7.283154263859615e-05,9.999999747378752e-05,145.53094482421875,6.7611565589904785,1.0652845048753079e-05,9.258805562240013e-07,7.637695489393082e-07
88,1.1109275419585174e-06,7.20182724762708e-05,9.999999747378752e-05,145.57398986816406,6.832455635070801,1.5798375443409896e-06,1.0116802968695993e-06,7.412645572912879e-07
89,1.1716122116922634e-06,7.425012154271826e-05,9.999999747378752e-05,145.6299591064453,6.906142234802246,1.1710344551829621e-06,1.452278979741095e-06,8.915230296224763e-07
90,1.4313101246443694e-06,7.139019726309925e-05,9.999999747378752e-05,145.34539794921875,6.837469100952148,1.9292940578452544e-06,9.876719104795484e-07,1.3769638371741166e-06
91,1.6947442418313585e-05,7.869589171605185e-05,9.999999747378752e-05,145.27386474609375,6.78950309753418,2.856635910575278e-05,9.707097888167482e-06,1.2568861166073475e-05
92,1.3619124956676387e-06,7.13953995727934e-05,9.999999747378752e-05,145.1654510498047,6.716075897216797,1.4734827118445537e-06,1.1851188901346177e-06,1.4271361123974202e-06
93,3.919364644389134e-06,7.063369412207976e-05,9.999999747378752e-05,145.2439422607422,6.867090225219727,5.81860604143003e-07,4.821517904929351e-07,1.0694080629036762e-05
94,2.483999423930072e-07,7.094785541994497e-05,9.999999747378752e-05,145.5946807861328,6.925252914428711,2.8227435677763424e-07,2.057295915847135e-07,2.5719580776240036e-07
95,1.9426163078151149e-07,7.129055302357301e-05,9.999999747378752e-05,145.44020080566406,6.7686662673950195,2.4025803213589825e-07,1.379865040007644e-07,2.0454031357530766e-07
96,3.5410876080277376e-06,7.133411418180913e-05,9.999999747378752e-05,145.53549194335938,6.73514461517334,1.0011491212935653e-05,1.892501728661955e-07,4.2252187881786085e-07
97,2.949169584098854e-07,7.22714903531596e-05,9.999999747378752e-05,145.02223205566406,6.750452995300293,3.689779930482473e-07,2.156607479264494e-07,3.0011204898983124e-07
98,3.2238054359368107e-07,7.168800220824778e-05,9.999999747378752e-05,145.06271362304688,6.7509660720825195,2.8198121526656905e-07,4.549108325591078e-07,2.302494550576739e-07
99,3.7076513308420544e-06,7.128722791094333e-05,9.999999747378752e-05,145.48182678222656,6.749125003814697,2.2393160747924412e-07,8.00156783498096e-07,1.0098866368934978e-05
100,6.681701734123635e-07,7.157627260312438e-05,9.999999747378752e-05,145.1988525390625,6.71934700012207,5.689119575436052e-07,8.257648573817278e-07,6.098336484683387e-07
101,4.580878339766059e-06,7.225626904983073e-05,9.999999747378752e-05,145.2021026611328,6.7271528244018555,1.1385064681235235e-05,1.2209148962938343e-06,1.1366539638402173e-06
102,7.032455414446304e-06,7.124302646843717e-05,9.999999747378752e-05,145.4643096923828,6.769832134246826,1.0206911611021496e-05,8.818945502753195e-07,1.0008559002017137e-05
103,2.5891347377182683e-07,7.171564357122406e-05,9.999999747378752e-05,145.3745880126953,6.782194137573242,2.8950637442903826e-07,2.5613564957893686e-07,2.3109839730750537e-07
